15,5,-9.1305,1565,114,1705
baseline,15,-4.844,0,4,95
,,,,,
,,,,,
,,,,,
,,,,,
radius=2,dlim=5,,,,
iter=20,,,,,
nT=15,,,,,
Nc=5,,,,,
dmax=15,,,,,
"[4,10]",ap=2,,,,
