radius=2,dlim=5,,,,
iter=20,,,,,
nT=15,,,,,
Nc=3,,,,,
dmax=15,,,,,
"[4,10]",ap=3,,,,
15,3,-8.664,9856,189,10188
baseline,15,-3.8805,0,6,611
