U,X,Y
105.706593,1450,1350
108.538733,1450,1400
108.538733,1450,1450
115.370203,1450,1500
115.370203,1450,1550
86.160715,1450,1600
86.160715,1450,1650
63.18711,1450,1700
63.18711,1450,1750
69.357825,1450,1800
69.357825,1450,1850
57.999665,1450,1900
57.999665,1450,1950
52.957517,1450,2000
52.957517,1450,2050
51.172505,1450,2100
51.172505,1450,2150
52.031881,1450,2200
52.031881,1450,2250
54.141031,1450,2300
54.141031,1450,2350
55.777436,1450,2400
55.777436,1450,2450
51.269841,1500,0
51.269841,1500,50
51.269841,1500,100
51.269841,1500,150
51.269841,1500,200
51.269841,1500,250
51.269841,1500,300
51.269841,1500,350
53.968254,1500,400
53.968254,1500,450
58.277677,1500,500
58.277677,1500,550
57.857343,1500,600
57.857343,1500,650
57.837019,1500,700
57.837019,1500,750
61.499432,1500,800
61.499432,1500,850
65.121123,1500,900
65.121123,1500,950
70.100917,1500,1000
70.100917,1500,1050
75.150186,1500,1100
75.150186,1500,1150
82.471313,1500,1200
82.471313,1500,1250
114.448383,1500,1300
114.448383,1500,1350
107.562463,1500,1400
107.562463,1500,1450
99.273193,1500,1500
99.273193,1500,1550
67.606085,1500,1600
67.606085,1500,1650
67.775202,1500,1700
67.775202,1500,1750
71.959364,1500,1800
71.959364,1500,1850
65.824444,1500,1900
65.824444,1500,1950
59.715199,1500,2000
59.715199,1500,2050
60.021007,1500,2100
60.021007,1500,2150
61.455813,1500,2200
61.455813,1500,2250
61.407596,1500,2300
61.407596,1500,2350
61.166311,1500,2400
61.166311,1500,2450
51.269841,1550,0
51.269841,1550,50
51.269841,1550,100
51.269841,1550,150
51.269841,1550,200
51.269841,1550,250
51.269841,1550,300
51.269841,1550,350
53.968254,1550,400
53.968254,1550,450
58.277677,1550,500
58.277677,1550,550
57.857343,1550,600
57.857343,1550,650
57.837019,1550,700
57.837019,1550,750
61.499432,1550,800
61.499432,1550,850
65.121123,1550,900
65.121123,1550,950
70.100917,1550,1000
70.100917,1550,1050
75.150186,1550,1100
75.150186,1550,1150
82.471313,1550,1200
82.471313,1550,1250
114.448383,1550,1300
114.448383,1550,1350
107.562463,1550,1400
107.562463,1550,1450
99.273193,1550,1500
99.273193,1550,1550
67.606085,1550,1600
67.606085,1550,1650
67.775202,1550,1700
67.775202,1550,1750
71.959364,1550,1800
71.959364,1550,1850
65.824444,1550,1900
65.824444,1550,1950
59.715199,1550,2000
59.715199,1550,2050
60.021007,1550,2100
60.021007,1550,2150
61.455813,1550,2200
61.455813,1550,2250
61.407596,1550,2300
61.407596,1550,2350
61.166311,1550,2400
61.166311,1550,2450
51.269841,1600,0
51.269841,1600,50
51.269841,1600,100
51.269841,1600,150
51.269841,1600,200
51.269841,1600,250
51.269841,1600,300
51.269841,1600,350
66.091089,1600,400
66.091089,1600,450
64.644074,1600,500
64.644074,1600,550
59.816644,1600,600
59.816644,1600,650
59.123256,1600,700
59.123256,1600,750
65.615132,1600,800
65.615132,1600,850
65.825644,1600,900
65.825644,1600,950
67.236637,1600,1000
67.236637,1600,1050
71.592394,1600,1100
71.592394,1600,1150
77.572722,1600,1200
77.572722,1600,1250
104.832943,1600,1300
104.832943,1600,1350
99.754793,1600,1400
99.754793,1600,1450
76.099343,1600,1500
76.099343,1600,1550
61.349774,1600,1600
61.349774,1600,1650
61.257239,1600,1700
61.257239,1600,1750
73.361623,1600,1800
73.361623,1600,1850
68.860195,1600,1900
68.860195,1600,1950
66.140726,1600,2000
66.140726,1600,2050
76.540239,1600,2100
76.540239,1600,2150
86.852249,1600,2200
86.852249,1600,2250
72.090617,1600,2300
72.090617,1600,2350
72.885939,1600,2400
72.885939,1600,2450
0,1650,0
0,1650,50
0,1650,100
0,1650,150
0,1650,200
0,1650,250
0,1650,300
0,1650,350
58.948232,1650,400
58.948232,1650,450
57.501217,1650,500
57.501217,1650,550
52.673787,1650,600
52.673787,1650,650
51.980399,1650,700
51.980399,1650,750
58.472275,1650,800
58.472275,1650,850
58.682787,1650,900
58.682787,1650,950
62.316002,1650,1000
62.316002,1650,1050
66.671759,1650,1100
66.671759,1650,1150
72.652087,1650,1200
72.652087,1650,1250
99.912308,1650,1300
99.912308,1650,1350
94.834158,1650,1400
94.834158,1650,1450
71.178708,1650,1500
71.178708,1650,1550
64.524377,1650,1600
64.524377,1650,1650
64.431842,1650,1700
64.431842,1650,1750
76.536226,1650,1800
76.536226,1650,1850
72.034798,1650,1900
72.034798,1650,1950
69.315329,1650,2000
69.315329,1650,2050
79.714842,1650,2100
79.714842,1650,2150
87.010979,1650,2200
87.010979,1650,2250
72.249347,1650,2300
72.249347,1650,2350
73.044669,1650,2400
73.044669,1650,2450
0,1700,0
0,1700,50
0,1700,100
0,1700,150
0,1700,200
0,1700,250
0,1700,300
0,1700,350
46.825397,1700,400
46.825397,1700,450
46.825397,1700,500
46.825397,1700,550
46.825397,1700,600
46.825397,1700,650
52.447397,1700,700
52.447397,1700,750
63.891867,1700,800
63.891867,1700,850
64.59805,1700,900
64.59805,1700,950
69.353605,1700,1000
69.353605,1700,1050
74.172097,1700,1100
74.172097,1700,1150
79.325438,1700,1200
79.325438,1700,1250
82.065438,1700,1300
82.065438,1700,1350
80.055798,1700,1400
80.055798,1700,1450
64.57051,1700,1500
64.57051,1700,1550
57.78858,1700,1600
57.78858,1700,1650
66.624595,1700,1700
66.624595,1700,1750
78.429378,1700,1800
78.429378,1700,1850
75.462579,1700,1900
75.462579,1700,1950
83.524548,1700,2000
83.524548,1700,2050
91.798308,1700,2100
91.798308,1700,2150
105.130382,1700,2200
105.130382,1700,2250
86.166352,1700,2300
86.166352,1700,2350
73.763576,1700,2400
73.763576,1700,2450
0,1750,0
0,1750,50
0,1750,100
0,1750,150
0,1750,200
0,1750,250
0,1750,300
0,1750,350
46.825397,1750,400
46.825397,1750,450
46.825397,1750,500
46.825397,1750,550
46.825397,1750,600
46.825397,1750,650
52.447397,1750,700
52.447397,1750,750
63.891867,1750,800
63.891867,1750,850
64.59805,1750,900
64.59805,1750,950
69.353605,1750,1000
69.353605,1750,1050
74.172097,1750,1100
74.172097,1750,1150
79.325438,1750,1200
79.325438,1750,1250
82.065438,1750,1300
82.065438,1750,1350
80.055798,1750,1400
80.055798,1750,1450
64.57051,1750,1500
64.57051,1750,1550
57.78858,1750,1600
57.78858,1750,1650
66.624595,1750,1700
66.624595,1750,1750
78.429378,1750,1800
78.429378,1750,1850
75.462579,1750,1900
75.462579,1750,1950
83.524548,1750,2000
83.524548,1750,2050
91.798308,1750,2100
91.798308,1750,2150
105.130382,1750,2200
105.130382,1750,2250
86.166352,1750,2300
86.166352,1750,2350
73.763576,1750,2400
73.763576,1750,2450
0,1800,0
0,1800,50
0,1800,100
0,1800,150
0,1800,200
0,1800,250
0,1800,300
0,1800,350
46.825397,1800,400
46.825397,1800,450
46.825397,1800,500
46.825397,1800,550
59.920827,1800,600
59.920827,1800,650
56.092102,1800,700
56.092102,1800,750
58.299007,1800,800
58.299007,1800,850
53.362244,1800,900
53.362244,1800,950
54.829097,1800,1000
54.829097,1800,1050
66.069545,1800,1100
66.069545,1800,1150
68.832357,1800,1200
68.832357,1800,1250
59.064387,1800,1300
59.064387,1800,1350
60.154149,1800,1400
60.154149,1800,1450
57.196249,1800,1500
57.196249,1800,1550
56.813138,1800,1600
56.813138,1800,1650
64.746099,1800,1700
64.746099,1800,1750
76.110078,1800,1800
76.110078,1800,1850
77.230678,1800,1900
77.230678,1800,1950
89.669928,1800,2000
89.669928,1800,2050
118.244858,1800,2100
118.244858,1800,2150
118.747526,1800,2200
118.747526,1800,2250
102.709426,1800,2300
102.709426,1800,2350
74.720422,1800,2400
74.720422,1800,2450
0,1850,0
0,1850,50
0,1850,100
0,1850,150
0,1850,200
0,1850,250
0,1850,300
0,1850,350
46.825397,1850,400
46.825397,1850,450
46.825397,1850,500
46.825397,1850,550
59.920827,1850,600
59.920827,1850,650
56.092102,1850,700
56.092102,1850,750
58.299007,1850,800
58.299007,1850,850
53.362244,1850,900
53.362244,1850,950
54.829097,1850,1000
54.829097,1850,1050
66.069545,1850,1100
66.069545,1850,1150
68.832357,1850,1200
68.832357,1850,1250
59.064387,1850,1300
59.064387,1850,1350
60.154149,1850,1400
60.154149,1850,1450
57.196249,1850,1500
57.196249,1850,1550
56.813138,1850,1600
56.813138,1850,1650
64.746099,1850,1700
64.746099,1850,1750
76.110078,1850,1800
76.110078,1850,1850
77.230678,1850,1900
77.230678,1850,1950
89.669928,1850,2000
89.669928,1850,2050
118.244858,1850,2100
118.244858,1850,2150
118.747526,1850,2200
118.747526,1850,2250
102.709426,1850,2300
102.709426,1850,2350
74.720422,1850,2400
74.720422,1850,2450
0,1900,0
0,1900,50
0,1900,100
0,1900,150
0,1900,200
0,1900,250
0,1900,300
0,1900,350
46.825397,1900,400
46.825397,1900,450
46.825397,1900,500
46.825397,1900,550
56.904497,1900,600
56.904497,1900,650
53.236187,1900,700
53.236187,1900,750
50.687332,1900,800
50.687332,1900,850
51.03707,1900,900
51.03707,1900,950
53.136717,1900,1000
53.136717,1900,1050
58.575873,1900,1100
58.575873,1900,1150
55.638494,1900,1200
55.638494,1900,1250
55.916876,1900,1300
55.916876,1900,1350
55.378215,1900,1400
55.378215,1900,1450
55.815658,1900,1500
55.815658,1900,1550
57.240327,1900,1600
57.240327,1900,1650
63.765039,1900,1700
63.765039,1900,1750
74.311528,1900,1800
74.311528,1900,1850
75.348758,1900,1900
75.348758,1900,1950
71.766328,1900,2000
71.766328,1900,2050
89.105868,1900,2100
89.105868,1900,2150
99.183705,1900,2200
99.183705,1900,2250
84.864136,1900,2300
84.864136,1900,2350
68.457244,1900,2400
68.457244,1900,2450
0,1950,0
0,1950,50
0,1950,100
0,1950,150
0,1950,200
0,1950,250
0,1950,300
0,1950,350
46.825397,1950,400
46.825397,1950,450
46.825397,1950,500
46.825397,1950,550
56.904497,1950,600
56.904497,1950,650
53.236187,1950,700
53.236187,1950,750
50.687332,1950,800
50.687332,1950,850
51.03707,1950,900
51.03707,1950,950
53.136717,1950,1000
53.136717,1950,1050
58.575873,1950,1100
58.575873,1950,1150
55.638494,1950,1200
55.638494,1950,1250
55.916876,1950,1300
55.916876,1950,1350
55.378215,1950,1400
55.378215,1950,1450
55.815658,1950,1500
55.815658,1950,1550
57.240327,1950,1600
57.240327,1950,1650
63.765039,1950,1700
63.765039,1950,1750
74.311528,1950,1800
74.311528,1950,1850
75.348758,1950,1900
75.348758,1950,1950
71.766328,1950,2000
71.766328,1950,2050
89.105868,1950,2100
89.105868,1950,2150
99.183705,1950,2200
99.183705,1950,2250
84.864136,1950,2300
84.864136,1950,2350
68.457244,1950,2400
68.457244,1950,2450
0,2000,0
0,2000,50
0,2000,100
0,2000,150
0,2000,200
0,2000,250
0,2000,300
0,2000,350
46.825397,2000,400
46.825397,2000,450
46.825397,2000,500
46.825397,2000,550
46.825397,2000,600
46.825397,2000,650
51.192635,2000,700
51.192635,2000,750
49.8415,2000,800
49.8415,2000,850
48.527022,2000,900
48.527022,2000,950
51.12585,2000,1000
51.12585,2000,1050
59.169598,2000,1100
59.169598,2000,1150
56.602208,2000,1200
56.602208,2000,1250
59.63224,2000,1300
59.63224,2000,1350
57.128441,2000,1400
57.128441,2000,1450
57.151988,2000,1500
57.151988,2000,1550
57.912698,2000,1600
57.912698,2000,1650
63.153433,2000,1700
63.153433,2000,1750
73.627408,2000,1800
73.627408,2000,1850
79.836268,2000,1900
79.836268,2000,1950
74.731818,2000,2000
74.731818,2000,2050
89.24498,2000,2100
89.24498,2000,2150
84.265918,2000,2200
84.265918,2000,2250
71.386937,2000,2300
71.386937,2000,2350
62.66357,2000,2400
62.66357,2000,2450
0,2050,0
0,2050,50
0,2050,100
0,2050,150
0,2050,200
0,2050,250
0,2050,300
0,2050,350
46.825397,2050,400
46.825397,2050,450
46.825397,2050,500
46.825397,2050,550
46.825397,2050,600
46.825397,2050,650
51.192635,2050,700
51.192635,2050,750
49.8415,2050,800
49.8415,2050,850
48.527022,2050,900
48.527022,2050,950
51.12585,2050,1000
51.12585,2050,1050
59.169598,2050,1100
59.169598,2050,1150
56.602208,2050,1200
56.602208,2050,1250
59.63224,2050,1300
59.63224,2050,1350
57.128441,2050,1400
57.128441,2050,1450
57.151988,2050,1500
57.151988,2050,1550
57.912698,2050,1600
57.912698,2050,1650
63.153433,2050,1700
63.153433,2050,1750
73.627408,2050,1800
73.627408,2050,1850
79.836268,2050,1900
79.836268,2050,1950
74.731818,2050,2000
74.731818,2050,2050
89.24498,2050,2100
89.24498,2050,2150
84.265918,2050,2200
84.265918,2050,2250
71.386937,2050,2300
71.386937,2050,2350
62.66357,2050,2400
62.66357,2050,2450
0,2100,0
0,2100,50
0,2100,100
0,2100,150
0,2100,200
0,2100,250
0,2100,300
0,2100,350
46.825397,2100,400
46.825397,2100,450
46.825397,2100,500
46.825397,2100,550
46.825397,2100,600
46.825397,2100,650
46.825397,2100,700
46.825397,2100,750
46.825397,2100,800
46.825397,2100,850
46.825397,2100,900
46.825397,2100,950
54.182208,2100,1000
54.182208,2100,1050
59.470208,2100,1100
59.470208,2100,1150
62.000638,2100,1200
62.000638,2100,1250
62.127318,2100,1300
62.127318,2100,1350
57.194105,2100,1400
57.194105,2100,1450
60.641288,2100,1500
60.641288,2100,1550
64.115568,2100,1600
64.115568,2100,1650
62.734429,2100,1700
62.734429,2100,1750
73.003658,2100,1800
73.003658,2100,1850
81.712758,2100,1900
81.712758,2100,1950
94.335568,2100,2000
94.335568,2100,2050
99.415878,2100,2100
99.415878,2100,2150
76.128776,2100,2200
76.128776,2100,2250
78.284106,2100,2300
78.284106,2100,2350
71.332649,2100,2400
71.332649,2100,2450
0,2150,0
0,2150,50
0,2150,100
0,2150,150
0,2150,200
0,2150,250
0,2150,300
0,2150,350
46.825397,2150,400
46.825397,2150,450
46.825397,2150,500
46.825397,2150,550
46.825397,2150,600
46.825397,2150,650
46.825397,2150,700
46.825397,2150,750
46.825397,2150,800
46.825397,2150,850
46.825397,2150,900
46.825397,2150,950
54.182208,2150,1000
54.182208,2150,1050
59.470208,2150,1100
59.470208,2150,1150
62.000638,2150,1200
62.000638,2150,1250
62.127318,2150,1300
62.127318,2150,1350
57.194105,2150,1400
57.194105,2150,1450
60.641288,2150,1500
60.641288,2150,1550
64.115568,2150,1600
64.115568,2150,1650
62.734429,2150,1700
62.734429,2150,1750
73.003658,2150,1800
73.003658,2150,1850
81.712758,2150,1900
81.712758,2150,1950
94.335568,2150,2000
94.335568,2150,2050
99.415878,2150,2100
99.415878,2150,2150
76.128776,2150,2200
76.128776,2150,2250
78.284106,2150,2300
78.284106,2150,2350
71.332649,2150,2400
71.332649,2150,2450
0,2200,0
0,2200,50
0,2200,100
0,2200,150
0,2200,200
0,2200,250
0,2200,300
0,2200,350
46.825397,2200,400
46.825397,2200,450
46.825397,2200,500
46.825397,2200,550
46.825397,2200,600
46.825397,2200,650
46.825397,2200,700
46.825397,2200,750
46.825397,2200,800
46.825397,2200,850
46.825397,2200,900
46.825397,2200,950
54.481548,2200,1000
54.481548,2200,1050
57.286018,2200,1100
57.286018,2200,1150
66.224948,2200,1200
66.224948,2200,1250
59.417858,2200,1300
59.417858,2200,1350
54.311985,2200,1400
54.311985,2200,1450
59.132388,2200,1500
59.132388,2200,1550
70.121758,2200,1600
70.121758,2200,1650
70.735418,2200,1700
70.735418,2200,1750
70.558118,2200,1800
70.558118,2200,1850
77.835308,2200,1900
77.835308,2200,1950
78.36504,2200,2000
78.36504,2200,2050
74.458198,2200,2100
74.458198,2200,2150
81.330816,2200,2200
81.330816,2200,2250
75.223246,2200,2300
75.223246,2200,2350
83.755806,2200,2400
83.755806,2200,2450
0,2250,0
0,2250,50
0,2250,100
0,2250,150
0,2250,200
0,2250,250
0,2250,300
0,2250,350
0,2250,400
0,2250,450
0,2250,500
0,2250,550
0,2250,600
0,2250,650
0,2250,700
0,2250,750
0,2250,800
0,2250,850
0,2250,900
0,2250,950
55.116468,2250,1000
55.116468,2250,1050
57.920938,2250,1100
57.920938,2250,1150
66.859868,2250,1200
66.859868,2250,1250
60.052778,2250,1300
60.052778,2250,1350
54.946905,2250,1400
54.946905,2250,1450
59.767308,2250,1500
59.767308,2250,1550
66.470964,2250,1600
66.470964,2250,1650
67.084624,2250,1700
67.084624,2250,1750
66.907324,2250,1800
66.907324,2250,1850
74.184514,2250,1900
74.184514,2250,1950
74.714246,2250,2000
74.714246,2250,2050
70.807404,2250,2100
70.807404,2250,2150
78.791133,2250,2200
78.791133,2250,2250
72.683563,2250,2300
72.683563,2250,2350
81.216123,2250,2400
81.216123,2250,2450
0,2300,0
0,2300,50
0,2300,100
0,2300,150
20.78534,2300,200
20.78534,2300,250
18.55713,2300,300
18.55713,2300,350
0,2300,400
0,2300,450
0,2300,500
0,2300,550
0,2300,600
0,2300,650
0,2300,700
0,2300,750
0,2300,800
0,2300,850
0,2300,900
0,2300,950
48.412698,2300,1000
48.412698,2300,1050
55.646473,2300,1100
55.646473,2300,1150
59.531188,2300,1200
59.531188,2300,1250
56.850883,2300,1300
56.850883,2300,1350
53.901715,2300,1400
53.901715,2300,1450
56.393403,2300,1500
56.393403,2300,1550
57.198504,2300,1600
57.198504,2300,1650
63.688214,2300,1700
63.688214,2300,1750
64.816684,2300,1800
64.816684,2300,1850
61.234284,2300,1900
61.234284,2300,1950
64.44776,2300,2000
64.44776,2300,2050
61.112946,2300,2100
61.112946,2300,2150
61.852763,2300,2200
61.852763,2300,2250
62.644083,2300,2300
62.644083,2300,2350
62.083643,2300,2400
62.083643,2300,2450
0,2350,0
0,2350,50
0,2350,100
0,2350,150
20.78534,2350,200
20.78534,2350,250
18.55713,2350,300
18.55713,2350,350
0,2350,400
0,2350,450
0,2350,500
0,2350,550
0,2350,600
0,2350,650
0,2350,700
0,2350,750
0,2350,800
0,2350,850
0,2350,900
0,2350,950
48.412698,2350,1000
48.412698,2350,1050
55.646473,2350,1100
55.646473,2350,1150
59.531188,2350,1200
59.531188,2350,1250
56.850883,2350,1300
56.850883,2350,1350
53.901715,2350,1400
53.901715,2350,1450
56.393403,2350,1500
56.393403,2350,1550
57.198504,2350,1600
57.198504,2350,1650
63.688214,2350,1700
63.688214,2350,1750
64.816684,2350,1800
64.816684,2350,1850
61.234284,2350,1900
61.234284,2350,1950
64.44776,2350,2000
64.44776,2350,2050
61.112946,2350,2100
61.112946,2350,2150
61.852763,2350,2200
61.852763,2350,2250
62.644083,2350,2300
62.644083,2350,2350
62.083643,2350,2400
62.083643,2350,2450
0,2400,0
0,2400,50
0,2400,100
0,2400,150
19.14187,2400,200
19.14187,2400,250
17.22715,2400,300
17.22715,2400,350
8.66096,2400,400
8.66096,2400,450
16.14109,2400,500
16.14109,2400,550
0,2400,600
0,2400,650
0,2400,700
0,2400,750
0,2400,800
0,2400,850
0,2400,900
0,2400,950
48.412698,2400,1000
48.412698,2400,1050
48.412698,2400,1100
48.412698,2400,1150
48.412698,2400,1200
48.412698,2400,1250
48.412698,2400,1300
48.412698,2400,1350
48.412698,2400,1400
48.412698,2400,1450
58.176978,2400,1500
58.176978,2400,1550
53.952809,2400,1600
53.952809,2400,1650
58.227734,2400,1700
58.227734,2400,1750
52.277434,2400,1800
52.277434,2400,1850
53.580674,2400,1900
53.580674,2400,1950
55.492016,2400,2000
55.492016,2400,2050
52.974543,2400,2100
52.974543,2400,2150
52.847948,2400,2200
52.847948,2400,2250
58.448731,2400,2300
58.448731,2400,2350
61.21076,2400,2400
61.21076,2400,2450
0,2450,0
0,2450,50
0,2450,100
0,2450,150
19.14187,2450,200
19.14187,2450,250
17.22715,2450,300
17.22715,2450,350
8.66096,2450,400
8.66096,2450,450
16.14109,2450,500
16.14109,2450,550
0,2450,600
0,2450,650
0,2450,700
0,2450,750
0,2450,800
0,2450,850
0,2450,900
0,2450,950
48.412698,2450,1000
48.412698,2450,1050
48.412698,2450,1100
48.412698,2450,1150
48.412698,2450,1200
48.412698,2450,1250
48.412698,2450,1300
48.412698,2450,1350
48.412698,2450,1400
48.412698,2450,1450
58.176978,2450,1500
58.176978,2450,1550
53.952809,2450,1600
53.952809,2450,1650
58.227734,2450,1700
58.227734,2450,1750
52.277434,2450,1800
52.277434,2450,1850
53.580674,2450,1900
53.580674,2450,1950
55.492016,2450,2000
55.492016,2450,2050
52.974543,2450,2100
52.974543,2450,2150
52.847948,2450,2200
52.847948,2450,2250
58.448731,2450,2300
58.448731,2450,2350
61.21076,2450,2400
61.21076,2450,2450
